"Production::Begin Bates","Production::End Bates","File Name","Log Number","FILE_PATH"
"CPD 0050990","CPD 0050992","LOG_1073305.zip?2015-1.LOG_1073305.001.CR Summary.pdf","LOG_1073305",""
"CPD 0050993","CPD 0050993","LOG_1073305.zip?2015-1.LOG_1073305.002.CR Face Sheet.pdf","LOG_1073305",""
"CPD 0050994","CPD 0050996","LOG_1073317.zip?2015-1.LOG_1073317.001.CR Summary.pdf","LOG_1073317",""
"CPD 0050997","CPD 0050998","LOG_1073317.zip?2015-1.LOG_1073317.002.CR Face Sheet.pdf","LOG_1073317",""
"CPD 0050999","CPD 0051000","LOG_1073317.zip?2015-1.LOG_1073317.004.CR_Attachment_---_DOCID_1098177.pdf","LOG_1073317",""
"CPD 0051001","CPD 0051003","LOG_1073321.zip?2015-1.LOG_1073321.001.CR Summary.pdf","LOG_1073321",""
"CPD 0051004","CPD 0051005","LOG_1073321.zip?2015-1.LOG_1073321.002.CR Face Sheet.pdf","LOG_1073321",""
"CPD 0051006","CPD 0051007","LOG_1073321.zip?2015-1.LOG_1073321.004.CR_Attachment_---_DOCID_1098597.pdf","LOG_1073321",""
"CPD 0051008","CPD 0051010","LOG_1073322.zip?2015-1.LOG_1073322.001.CR Summary.pdf","LOG_1073322",""
"CPD 0051011","CPD 0051012","LOG_1073322.zip?2015-1.LOG_1073322.002.CR Face Sheet.pdf","LOG_1073322",""
"CPD 0051013","CPD 0051015","LOG_1073324.zip?2015-1.LOG_1073324.001.CR Summary.pdf","LOG_1073324",""
"CPD 0051016","CPD 0051017","LOG_1073324.zip?2015-1.LOG_1073324.002.CR Face Sheet.pdf","LOG_1073324",""
"CPD 0051018","CPD 0051020","LOG_1073325.zip?2015-1.LOG_1073325.001.CR Summary.pdf","LOG_1073325",""
"CPD 0051021","CPD 0051022","LOG_1073325.zip?2015-1.LOG_1073325.002.CR Face Sheet.pdf","LOG_1073325",""
"CPD 0051023","CPD 0051025","LOG_1073327.zip?2015-1.LOG_1073327.001.CR Summary.pdf","LOG_1073327",""
"CPD 0051026","CPD 0051027","LOG_1073327.zip?2015-1.LOG_1073327.002.CR Face Sheet.pdf","LOG_1073327",""
"CPD 0051028","CPD 0051030","LOG_1073328.zip?2015-1.LOG_1073328.001.CR Summary.pdf","LOG_1073328",""
"CPD 0051031","CPD 0051032","LOG_1073328.zip?2015-1.LOG_1073328.002.CR Face Sheet.pdf","LOG_1073328",""
"CPD 0051033","CPD 0051034","LOG_1073328.zip?2015-1.LOG_1073328.004.CR_Attachment_---_DOCID_1098316.pdf","LOG_1073328",""
"CPD 0051035","CPD 0051036","LOG_1073328.zip?2015-1.LOG_1073328.005.CR_Attachment_---_DOCID_1098599.pdf","LOG_1073328",""
"CPD 0051037","CPD 0051039","LOG_1073330.zip?2015-1.LOG_1073330.001.CR Summary.pdf","LOG_1073330",""
"CPD 0051040","CPD 0051041","LOG_1073330.zip?2015-1.LOG_1073330.002.CR Face Sheet.pdf","LOG_1073330",""
"CPD 0051042","CPD 0051044","LOG_1073333.zip?2015-1.LOG_1073333.001.CR Summary.pdf","LOG_1073333",""
"CPD 0051045","CPD 0051046","LOG_1073333.zip?2015-1.LOG_1073333.002.CR Face Sheet.pdf","LOG_1073333",""
"CPD 0051047","CPD 0051049","LOG_1073334.zip?2015-1.LOG_1073334.001.CR Summary.pdf","LOG_1073334",""
"CPD 0051050","CPD 0051051","LOG_1073334.zip?2015-1.LOG_1073334.002.CR Face Sheet.pdf","LOG_1073334",""
"CPD 0051052","CPD 0051054","LOG_1073338.zip?2015-1.LOG_1073338.001.CR Summary.pdf","LOG_1073338",""
"CPD 0051055","CPD 0051056","LOG_1073338.zip?2015-1.LOG_1073338.002.CR Face Sheet.pdf","LOG_1073338",""
"CPD 0051057","CPD 0051061","LOG_1073338.zip?2015-1.LOG_1073338.004.CR_Attachment_---_DOCID_1098700.pdf","LOG_1073338",""
"CPD 0051062","CPD 0051064","LOG_1073340.zip?2015-1.LOG_1073340.001.CR Summary.pdf","LOG_1073340",""
"CPD 0051065","CPD 0051066","LOG_1073340.zip?2015-1.LOG_1073340.002.CR Face Sheet.pdf","LOG_1073340",""
"CPD 0051067","CPD 0051069","LOG_1073342.zip?2015-1.LOG_1073342.001.CR Summary.pdf","LOG_1073342",""
"CPD 0051070","CPD 0051071","LOG_1073342.zip?2015-1.LOG_1073342.002.CR Face Sheet.pdf","LOG_1073342",""
"CPD 0051072","CPD 0051074","LOG_1073343.zip?2015-1.LOG_1073343.001.CR Summary.pdf","LOG_1073343",""
"CPD 0051075","CPD 0051075","LOG_1073343.zip?2015-1.LOG_1073343.002.CR Face Sheet.pdf","LOG_1073343",""
"CPD 0051076","CPD 0051078","LOG_1073346.zip?2015-1.LOG_1073346.001.CR Summary.pdf","LOG_1073346",""
"CPD 0051079","CPD 0051080","LOG_1073346.zip?2015-1.LOG_1073346.002.CR Face Sheet.pdf","LOG_1073346",""
"CPD 0051081","CPD 0051083","LOG_1073347.zip?2015-1.LOG_1073347.001.CR Summary.pdf","LOG_1073347",""
"CPD 0051084","CPD 0051085","LOG_1073347.zip?2015-1.LOG_1073347.002.CR Face Sheet.pdf","LOG_1073347",""
"CPD 0051086","CPD 0051086","LOG_1073347.zip?2015-1.LOG_1073347.006.CR_Attachment_003_DOCID_1104762.PDF","LOG_1073347",""
"CPD 0051087","CPD 0051089","LOG_1073347.zip?2015-1.LOG_1073347.007.CR_Attachment_004_DOCID_1104763.PDF","LOG_1073347",""
"CPD 0051090","CPD 0051090","LOG_1073347.zip?2015-1.LOG_1073347.008.CR_Attachment_005_DOCID_1104764.PDF","LOG_1073347",""
"CPD 0051091","CPD 0051094","LOG_1073347.zip?2015-1.LOG_1073347.009.CR_Attachment_006_DOCID_1104766.PDF","LOG_1073347",""
"CPD 0051095","CPD 0051095","LOG_1073347.zip?2015-1.LOG_1073347.010.CR_Attachment_007_DOCID_1104768.PDF","LOG_1073347",""
"CPD 0051096","CPD 0051099","LOG_1073347.zip?2015-1.LOG_1073347.011.CR_Attachment_---_DOCID_1104769.PDF","LOG_1073347",""
"CPD 0051100","CPD 0051102","LOG_1073352.zip?2015-1.LOG_1073352.001.CR Summary.pdf","LOG_1073352",""
"CPD 0051103","CPD 0051104","LOG_1073352.zip?2015-1.LOG_1073352.002.CR Face Sheet.pdf","LOG_1073352",""
"CPD 0051105","CPD 0051105","LOG_1073352.zip?2015-1.LOG_1073352.004.CR_Attachment_---_DOCID_1098802.PDF","LOG_1073352",""
"CPD 0051106","CPD 0051108","LOG_1073354.zip?2015-1.LOG_1073354.001.CR Summary.pdf","LOG_1073354",""
"CPD 0051109","CPD 0051110","LOG_1073354.zip?2015-1.LOG_1073354.002.CR Face Sheet.pdf","LOG_1073354",""
"CPD 0051111","CPD 0051111","LOG_1073354.zip?2015-1.LOG_1073354.004.CR_Attachment_---_DOCID_1098846.pdf","LOG_1073354",""
"CPD 0051112","CPD 0051114","LOG_1073356.zip?2015-1.LOG_1073356.001.CR Summary.pdf","LOG_1073356",""
"CPD 0051115","CPD 0051116","LOG_1073356.zip?2015-1.LOG_1073356.002.CR Face Sheet.pdf","LOG_1073356",""
"CPD 0051117","CPD 0051119","LOG_1073358.zip?2015-1.LOG_1073358.001.CR Summary.pdf","LOG_1073358",""
"CPD 0051120","CPD 0051121","LOG_1073358.zip?2015-1.LOG_1073358.002.CR Face Sheet.pdf","LOG_1073358",""
"CPD 0051122","CPD 0051124","LOG_1073359.zip?2015-1.LOG_1073359.001.CR Summary.pdf","LOG_1073359",""
"CPD 0051125","CPD 0051126","LOG_1073359.zip?2015-1.LOG_1073359.002.CR Face Sheet.pdf","LOG_1073359",""
"CPD 0051127","CPD 0051128","LOG_1073359.zip?2015-1.LOG_1073359.004.CR_Attachment_---_DOCID_1099038.pdf","LOG_1073359",""
"CPD 0051129","CPD 0051131","LOG_1073361.zip?2015-1.LOG_1073361.001.CR Summary.pdf","LOG_1073361",""
"CPD 0051132","CPD 0051133","LOG_1073361.zip?2015-1.LOG_1073361.002.CR Face Sheet.pdf","LOG_1073361",""
"CPD 0051134","CPD 0051136","LOG_1073363.zip?2015-1.LOG_1073363.001.CR Summary.pdf","LOG_1073363",""
"CPD 0051137","CPD 0051138","LOG_1073363.zip?2015-1.LOG_1073363.002.CR Face Sheet.pdf","LOG_1073363",""
"CPD 0051139","CPD 0051141","LOG_1073365.zip?2015-1.LOG_1073365.001.CR Summary.pdf","LOG_1073365",""
"CPD 0051142","CPD 0051143","LOG_1073365.zip?2015-1.LOG_1073365.002.CR Face Sheet.pdf","LOG_1073365",""
"CPD 0051144","CPD 0051146","LOG_1073366.zip?2015-1.LOG_1073366.001.CR Summary.pdf","LOG_1073366",""
"CPD 0051147","CPD 0051148","LOG_1073366.zip?2015-1.LOG_1073366.002.CR Face Sheet.pdf","LOG_1073366",""
"CPD 0051149","CPD 0051153","LOG_1073366.zip?2015-1.LOG_1073366.004.CR_Attachment_---_DOCID_1098945.pdf","LOG_1073366",""
"CPD 0051154","CPD 0051156","LOG_1073367.zip?2015-1.LOG_1073367.001.CR Summary.pdf","LOG_1073367",""
"CPD 0051157","CPD 0051158","LOG_1073367.zip?2015-1.LOG_1073367.002.CR Face Sheet.pdf","LOG_1073367",""
"CPD 0051159","CPD 0051163","LOG_1073367.zip?2015-1.LOG_1073367.004.CR_Attachment_---_DOCID_1098993.pdf","LOG_1073367",""
"CPD 0051164","CPD 0051166","LOG_1073368.zip?2015-1.LOG_1073368.001.CR Summary.pdf","LOG_1073368",""
"CPD 0051167","CPD 0051168","LOG_1073368.zip?2015-1.LOG_1073368.002.CR Face Sheet.pdf","LOG_1073368",""
"CPD 0051169","CPD 0051170","LOG_1073368.zip?2015-1.LOG_1073368.004.CR_Attachment_---_DOCID_1099041.pdf","LOG_1073368",""
"CPD 0051171","CPD 0051173","LOG_1073371.zip?2015-1.LOG_1073371.001.CR Summary.pdf","LOG_1073371",""
"CPD 0051174","CPD 0051175","LOG_1073371.zip?2015-1.LOG_1073371.002.CR Face Sheet.pdf","LOG_1073371",""
"CPD 0051176","CPD 0051182","LOG_1073371.zip?2015-1.LOG_1073371.004.CR_Attachment_---_DOCID_1099154.pdf","LOG_1073371",""
"CPD 0051183","CPD 0051186","LOG_1073371.zip?2015-1.LOG_1073371.005.CR_Attachment_---_DOCID_1111701.pdf","LOG_1073371",""
"CPD 0051187","CPD 0051189","LOG_1073372.zip?2015-1.LOG_1073372.001.CR Summary.pdf","LOG_1073372",""
"CPD 0051190","CPD 0051191","LOG_1073372.zip?2015-1.LOG_1073372.002.CR Face Sheet.pdf","LOG_1073372",""
"CPD 0051192","CPD 0051193","LOG_1073373.zip?2015-1.LOG_1073373.001.CR Summary.pdf","LOG_1073373",""
"CPD 0051194","CPD 0051194","LOG_1073373.zip?2015-1.LOG_1073373.002.CR Face Sheet.pdf","LOG_1073373",""
"CPD 0051195","CPD 0051197","LOG_1073375.zip?2015-1.LOG_1073375.001.CR Summary.pdf","LOG_1073375",""
"CPD 0051198","CPD 0051199","LOG_1073375.zip?2015-1.LOG_1073375.002.CR Face Sheet.pdf","LOG_1073375",""
"CPD 0051200","CPD 0051201","LOG_1073375.zip?2015-1.LOG_1073375.004.CR_Attachment_---_DOCID_1099132.pdf","LOG_1073375",""
"CPD 0051202","CPD 0051203","LOG_1073377.zip?2015-1.LOG_1073377.001.CR Summary.pdf","LOG_1073377",""
"CPD 0051204","CPD 0051204","LOG_1073377.zip?2015-1.LOG_1073377.002.CR Face Sheet.pdf","LOG_1073377",""
"CPD 0051205","CPD 0051207","LOG_1073378.zip?2015-1.LOG_1073378.001.CR Summary.pdf","LOG_1073378",""
"CPD 0051208","CPD 0051208","LOG_1073378.zip?2015-1.LOG_1073378.002.CR Face Sheet.pdf","LOG_1073378",""
"CPD 0051209","CPD 0051210","LOG_1073378.zip?2015-1.LOG_1073378.008.CR_Attachment_---_DOCID_1099167.pdf","LOG_1073378",""
"CPD 0051211","CPD 0051231","LOG_1073378.zip?2015-1.LOG_1073378.009.CR_Attachment_---_DOCID_1112127.pdf","LOG_1073378",""
"CPD 0051232","CPD 0051234","LOG_1073381.zip?2015-1.LOG_1073381.001.CR Summary.pdf","LOG_1073381",""
"CPD 0051235","CPD 0051236","LOG_1073381.zip?2015-1.LOG_1073381.002.CR Face Sheet.pdf","LOG_1073381",""
"CPD 0051237","CPD 0051237","LOG_1073381.zip?2015-1.LOG_1073381.009.CR_Attachment_---_DOCID_1099366.pdf","LOG_1073381",""
"CPD 0051238","CPD 0051242","LOG_1073381.zip?2015-1.LOG_1073381.010.CR_Attachment_---_DOCID_1099374.pdf","LOG_1073381",""
"CPD 0051243","CPD 0051245","LOG_1073382.zip?2015-1.LOG_1073382.001.CR Summary.pdf","LOG_1073382",""
"CPD 0051246","CPD 0051247","LOG_1073382.zip?2015-1.LOG_1073382.002.CR Face Sheet.pdf","LOG_1073382",""
"CPD 0051248","CPD 0051249","LOG_1073383.zip?2015-1.LOG_1073383.001.CR Summary.pdf","LOG_1073383",""
"CPD 0051250","CPD 0051250","LOG_1073383.zip?2015-1.LOG_1073383.002.CR Face Sheet.pdf","LOG_1073383",""
"CPD 0051251","CPD 0051253","LOG_1073385.zip?2015-1.LOG_1073385.001.CR Summary.pdf","LOG_1073385",""
"CPD 0051254","CPD 0051255","LOG_1073385.zip?2015-1.LOG_1073385.002.CR Face Sheet.pdf","LOG_1073385",""
"CPD 0051256","CPD 0051258","LOG_1073386.zip?2015-1.LOG_1073386.001.CR Summary.pdf","LOG_1073386",""
"CPD 0051259","CPD 0051260","LOG_1073386.zip?2015-1.LOG_1073386.002.CR Face Sheet.pdf","LOG_1073386",""
"CPD 0051261","CPD 0051263","LOG_1073387.zip?2015-1.LOG_1073387.001.CR Summary.pdf","LOG_1073387",""
"CPD 0051264","CPD 0051265","LOG_1073387.zip?2015-1.LOG_1073387.002.CR Face Sheet.pdf","LOG_1073387",""
"CPD 0051266","CPD 0051268","LOG_1073390.zip?2015-1.LOG_1073390.001.CR Summary.pdf","LOG_1073390",""
"CPD 0051269","CPD 0051270","LOG_1073390.zip?2015-1.LOG_1073390.002.CR Face Sheet.pdf","LOG_1073390",""
"CPD 0051271","CPD 0051273","LOG_1073392.zip?2015-1.LOG_1073392.001.CR Summary.pdf","LOG_1073392",""
"CPD 0051274","CPD 0051275","LOG_1073392.zip?2015-1.LOG_1073392.002.CR Face Sheet.pdf","LOG_1073392",""
"CPD 0051276","CPD 0051278","LOG_1073393.zip?2015-1.LOG_1073393.001.CR Summary.pdf","LOG_1073393",""
"CPD 0051279","CPD 0051280","LOG_1073393.zip?2015-1.LOG_1073393.002.CR Face Sheet.pdf","LOG_1073393",""
"CPD 0051281","CPD 0051283","LOG_1073394.zip?2015-1.LOG_1073394.001.CR Summary.pdf","LOG_1073394",""
"CPD 0051284","CPD 0051284","LOG_1073394.zip?2015-1.LOG_1073394.002.CR Face Sheet.pdf","LOG_1073394",""
"CPD 0051285","CPD 0051287","LOG_1073394.zip?2015-1.LOG_1073394.004.CR_Attachment_---_DOCID_1099985.pdf","LOG_1073394",""
"CPD 0051288","CPD 0051290","LOG_1073396.zip?2015-1.LOG_1073396.001.CR Summary.pdf","LOG_1073396",""
"CPD 0051291","CPD 0051292","LOG_1073396.zip?2015-1.LOG_1073396.002.CR Face Sheet.pdf","LOG_1073396",""
"CPD 0051293","CPD 0051295","LOG_1073396.zip?2015-1.LOG_1073396.004.CR_Attachment_---_DOCID_1099981.pdf","LOG_1073396",""
"CPD 0051296","CPD 0051298","LOG_1073398.zip?2015-1.LOG_1073398.001.CR Summary.pdf","LOG_1073398",""
"CPD 0051299","CPD 0051300","LOG_1073398.zip?2015-1.LOG_1073398.002.CR Face Sheet.pdf","LOG_1073398",""
"CPD 0051301","CPD 0051304","LOG_1073398.zip?2015-1.LOG_1073398.004.CR_Attachment_---_DOCID_1099698.pdf","LOG_1073398",""
"CPD 0051305","CPD 0051306","LOG_1073398.zip?2015-1.LOG_1073398.005.CR_Attachment_---_DOCID_1103624.pdf","LOG_1073398",""
"CPD 0051307","CPD 0051309","LOG_1073400.zip?2015-1.LOG_1073400.001.CR Summary.pdf","LOG_1073400",""
"CPD 0051310","CPD 0051311","LOG_1073400.zip?2015-1.LOG_1073400.002.CR Face Sheet.pdf","LOG_1073400",""
"CPD 0051312","CPD 0051314","LOG_1073401.zip?2015-1.LOG_1073401.001.CR Summary.pdf","LOG_1073401",""
"CPD 0051315","CPD 0051315","LOG_1073401.zip?2015-1.LOG_1073401.002.CR Face Sheet.pdf","LOG_1073401",""
"CPD 0051316","CPD 0051318","LOG_1073403.zip?2015-1.LOG_1073403.001.CR Summary.pdf","LOG_1073403",""
"CPD 0051319","CPD 0051320","LOG_1073403.zip?2015-1.LOG_1073403.002.CR Face Sheet.pdf","LOG_1073403",""
"CPD 0051321","CPD 0051326","LOG_1073403.zip?2015-1.LOG_1073403.004.CR_Attachment_---_DOCID_1099467.pdf","LOG_1073403",""
"CPD 0051327","CPD 0051328","LOG_1073404.zip?2015-1.LOG_1073404.001.CR Summary.pdf","LOG_1073404",""
"CPD 0051329","CPD 0051329","LOG_1073404.zip?2015-1.LOG_1073404.002.CR Face Sheet.pdf","LOG_1073404",""
"CPD 0051330","CPD 0051332","LOG_1073405.zip?2015-1.LOG_1073405.001.CR Summary.pdf","LOG_1073405",""
"CPD 0051333","CPD 0051334","LOG_1073405.zip?2015-1.LOG_1073405.002.CR Face Sheet.pdf","LOG_1073405",""
"CPD 0051335","CPD 0051337","LOG_1073406.zip?2015-1.LOG_1073406.001.CR Summary.pdf","LOG_1073406",""
"CPD 0051338","CPD 0051339","LOG_1073406.zip?2015-1.LOG_1073406.002.CR Face Sheet.pdf","LOG_1073406",""
"CPD 0051340","CPD 0051341","LOG_1073406.zip?2015-1.LOG_1073406.004.CR_Attachment_---_DOCID_1099655.PDF","LOG_1073406",""
"CPD 0051342","CPD 0051344","LOG_1073407.zip?2015-1.LOG_1073407.001.CR Summary.pdf","LOG_1073407",""
"CPD 0051345","CPD 0051346","LOG_1073407.zip?2015-1.LOG_1073407.002.CR Face Sheet.pdf","LOG_1073407",""
"CPD 0051347","CPD 0051349","LOG_1073407.zip?2015-1.LOG_1073407.004.CR_Attachment_---_DOCID_1099696.PDF","LOG_1073407",""
"CPD 0051350","CPD 0051351","LOG_1073407.zip?2015-1.LOG_1073407.005.CR_Attachment_---_DOCID_1099697.pdf","LOG_1073407",""
"CPD 0051352","CPD 0051367","LOG_1073407.zip?2015-1.LOG_1073407.007.CR_Attachment_---_DOCID_1112129.pdf","LOG_1073407",""
"CPD 0051368","CPD 0051370","LOG_1073408.zip?2015-1.LOG_1073408.001.CR Summary.pdf","LOG_1073408",""
"CPD 0051371","CPD 0051372","LOG_1073408.zip?2015-1.LOG_1073408.002.CR Face Sheet.pdf","LOG_1073408",""
"CPD 0051373","CPD 0051375","LOG_1073412.zip?2015-1.LOG_1073412.001.CR Summary.pdf","LOG_1073412",""
"CPD 0051376","CPD 0051377","LOG_1073412.zip?2015-1.LOG_1073412.002.CR Face Sheet.pdf","LOG_1073412",""
"CPD 0051378","CPD 0051380","LOG_1073413.zip?2015-1.LOG_1073413.001.CR Summary.pdf","LOG_1073413",""
"CPD 0051381","CPD 0051382","LOG_1073413.zip?2015-1.LOG_1073413.002.CR Face Sheet.pdf","LOG_1073413",""
"CPD 0051383","CPD 0051385","LOG_1073413.zip?2015-1.LOG_1073413.004.CR_Attachment_---_DOCID_1099701.pdf","LOG_1073413",""
"CPD 0051386","CPD 0051388","LOG_1073415.zip?2015-1.LOG_1073415.001.CR Summary.pdf","LOG_1073415",""
"CPD 0051389","CPD 0051390","LOG_1073415.zip?2015-1.LOG_1073415.002.CR Face Sheet.pdf","LOG_1073415",""
"CPD 0051391","CPD 0051391","LOG_1073415.zip?2015-1.LOG_1073415.004.CR_Attachment_---_DOCID_1102759.pdf","LOG_1073415",""
"CPD 0051392","CPD 0051394","LOG_1073416.zip?2015-1.LOG_1073416.001.CR Summary.pdf","LOG_1073416",""
"CPD 0051395","CPD 0051396","LOG_1073416.zip?2015-1.LOG_1073416.002.CR Face Sheet.pdf","LOG_1073416",""
"CPD 0051397","CPD 0051398","LOG_1073416.zip?2015-1.LOG_1073416.008.CR_Attachment_---_DOCID_1099547.pdf","LOG_1073416",""
"CPD 0051399","CPD 0051400","LOG_1073416.zip?2015-1.LOG_1073416.009.CR_Attachment_---_DOCID_1099549.PDF","LOG_1073416",""
"CPD 0051401","CPD 0051413","LOG_1073416.zip?2015-1.LOG_1073416.010.CR_Attachment_---_DOCID_1112130.pdf","LOG_1073416",""
"CPD 0051414","CPD 0051415","LOG_1073418.zip?2015-1.LOG_1073418.001.CR Summary.pdf","LOG_1073418",""
"CPD 0051416","CPD 0051416","LOG_1073418.zip?2015-1.LOG_1073418.002.CR Face Sheet.pdf","LOG_1073418",""
"CPD 0051417","CPD 0051419","LOG_1073419.zip?2015-1.LOG_1073419.001.CR Summary.pdf","LOG_1073419",""
"CPD 0051420","CPD 0051421","LOG_1073419.zip?2015-1.LOG_1073419.002.CR Face Sheet.pdf","LOG_1073419",""
"CPD 0051422","CPD 0051427","LOG_1073419.zip?2015-1.LOG_1073419.007.CR_Attachment_004_DOCID_1143806.pdf","LOG_1073419",""
"CPD 0051428","CPD 0051428","LOG_1073419.zip?2015-1.LOG_1073419.008.CR_Attachment_005_DOCID_1143807.pdf","LOG_1073419",""
"CPD 0051429","CPD 0051429","LOG_1073419.zip?2015-1.LOG_1073419.009.CR_Attachment_006_DOCID_1143808.pdf","LOG_1073419",""
"CPD 0051430","CPD 0051432","LOG_1073421.zip?2015-1.LOG_1073421.001.CR Summary.pdf","LOG_1073421",""
"CPD 0051433","CPD 0051434","LOG_1073421.zip?2015-1.LOG_1073421.002.CR Face Sheet.pdf","LOG_1073421",""
"CPD 0051435","CPD 0051437","LOG_1073422.zip?2015-1.LOG_1073422.001.CR Summary.pdf","LOG_1073422",""
"CPD 0051438","CPD 0051439","LOG_1073422.zip?2015-1.LOG_1073422.002.CR Face Sheet.pdf","LOG_1073422",""
"CPD 0051440","CPD 0051444","LOG_1073422.zip?2015-1.LOG_1073422.004.CR_Attachment_---_DOCID_1099635.pdf","LOG_1073422",""
"CPD 0051445","CPD 0051447","LOG_1073423.zip?2015-1.LOG_1073423.001.CR Summary.pdf","LOG_1073423",""
"CPD 0051448","CPD 0051448","LOG_1073423.zip?2015-1.LOG_1073423.002.CR Face Sheet.pdf","LOG_1073423",""
"CPD 0051449","CPD 0051451","LOG_1073424.zip?2015-1.LOG_1073424.001.CR Summary.pdf","LOG_1073424",""
"CPD 0051452","CPD 0051453","LOG_1073424.zip?2015-1.LOG_1073424.002.CR Face Sheet.pdf","LOG_1073424",""
"CPD 0051454","CPD 0051458","LOG_1073424.zip?2015-1.LOG_1073424.004.CR_Attachment_---_DOCID_1099640.pdf","LOG_1073424",""
"CPD 0051459","CPD 0051461","LOG_1073425.zip?2015-1.LOG_1073425.001.CR Summary.pdf","LOG_1073425",""
"CPD 0051462","CPD 0051463","LOG_1073425.zip?2015-1.LOG_1073425.002.CR Face Sheet.pdf","LOG_1073425",""
"CPD 0051464","CPD 0051466","LOG_1073427.zip?2015-1.LOG_1073427.001.CR Summary.pdf","LOG_1073427",""
"CPD 0051467","CPD 0051467","LOG_1073427.zip?2015-1.LOG_1073427.002.CR Face Sheet.pdf","LOG_1073427",""
"CPD 0051468","CPD 0051470","LOG_1073428.zip?2015-1.LOG_1073428.001.CR Summary.pdf","LOG_1073428",""
"CPD 0051471","CPD 0051472","LOG_1073428.zip?2015-1.LOG_1073428.002.CR Face Sheet.pdf","LOG_1073428",""
"CPD 0051473","CPD 0051477","LOG_1073428.zip?2015-1.LOG_1073428.004.CR_Attachment_---_DOCID_1099739.pdf","LOG_1073428",""
"CPD 0051478","CPD 0051480","LOG_1073430.zip?2015-1.LOG_1073430.001.CR Summary.pdf","LOG_1073430",""
"CPD 0051481","CPD 0051482","LOG_1073430.zip?2015-1.LOG_1073430.002.CR Face Sheet.pdf","LOG_1073430",""
"CPD 0051483","CPD 0051485","LOG_1073431.zip?2015-1.LOG_1073431.001.CR Summary.pdf","LOG_1073431",""
"CPD 0051486","CPD 0051487","LOG_1073431.zip?2015-1.LOG_1073431.002.CR Face Sheet.pdf","LOG_1073431",""
"CPD 0051488","CPD 0051492","LOG_1073431.zip?2015-1.LOG_1073431.004.CR_Attachment_---_DOCID_1099835.pdf","LOG_1073431",""
"CPD 0051493","CPD 0051495","LOG_1073432.zip?2015-1.LOG_1073432.001.CR Summary.pdf","LOG_1073432",""
"CPD 0051496","CPD 0051497","LOG_1073432.zip?2015-1.LOG_1073432.002.CR Face Sheet.pdf","LOG_1073432",""
"CPD 0051498","CPD 0051506","LOG_1073432.zip?2015-1.LOG_1073432.004.CR_Attachment_---_DOCID_1099999.pdf","LOG_1073432",""
"CPD 0051507","CPD 0051509","LOG_1073433.zip?2015-1.LOG_1073433.001.CR Summary.pdf","LOG_1073433",""
"CPD 0051510","CPD 0051511","LOG_1073433.zip?2015-1.LOG_1073433.002.CR Face Sheet.pdf","LOG_1073433",""
"CPD 0051512","CPD 0051514","LOG_1073434.zip?2015-1.LOG_1073434.001.CR Summary.pdf","LOG_1073434",""
"CPD 0051515","CPD 0051516","LOG_1073434.zip?2015-1.LOG_1073434.002.CR Face Sheet.pdf","LOG_1073434",""
"CPD 0051517","CPD 0051519","LOG_1073434.zip?2015-1.LOG_1073434.004.CR_Attachment_---_DOCID_1099991.pdf","LOG_1073434",""
"CPD 0051520","CPD 0051522","LOG_1073436.zip?2015-1.LOG_1073436.001.CR Summary.pdf","LOG_1073436",""
"CPD 0051523","CPD 0051523","LOG_1073436.zip?2015-1.LOG_1073436.002.CR Face Sheet.pdf","LOG_1073436",""
"CPD 0051524","CPD 0051525","LOG_1073436.zip?2015-1.LOG_1073436.004.CR_Attachment_---_DOCID_1099768.pdf","LOG_1073436",""
"CPD 0051526","CPD 0051528","LOG_1073437.zip?2015-1.LOG_1073437.001.CR Summary.pdf","LOG_1073437",""
"CPD 0051529","CPD 0051530","LOG_1073437.zip?2015-1.LOG_1073437.002.CR Face Sheet.pdf","LOG_1073437",""
"CPD 0051531","CPD 0051533","LOG_1073437.zip?2015-1.LOG_1073437.004.CR_Attachment_---_DOCID_1099775.pdf","LOG_1073437",""
"CPD 0051534","CPD 0051536","LOG_1073439.zip?2015-1.LOG_1073439.001.CR Summary.pdf","LOG_1073439",""
"CPD 0051537","CPD 0051538","LOG_1073439.zip?2015-1.LOG_1073439.002.CR Face Sheet.pdf","LOG_1073439",""
"CPD 0051539","CPD 0051541","LOG_1073440.zip?2015-1.LOG_1073440.001.CR Summary.pdf","LOG_1073440",""
"CPD 0051542","CPD 0051543","LOG_1073440.zip?2015-1.LOG_1073440.002.CR Face Sheet.pdf","LOG_1073440",""
"CPD 0051544","CPD 0051546","LOG_1073443.zip?2015-1.LOG_1073443.001.CR Summary.pdf","LOG_1073443",""
"CPD 0051547","CPD 0051547","LOG_1073443.zip?2015-1.LOG_1073443.002.CR Face Sheet.pdf","LOG_1073443",""
"CPD 0051548","CPD 0051549","LOG_1073443.zip?2015-1.LOG_1073443.004.CR_Attachment_---_DOCID_1099785.pdf","LOG_1073443",""
"CPD 0051550","CPD 0051552","LOG_1073445.zip?2015-1.LOG_1073445.001.CR Summary.pdf","LOG_1073445",""
"CPD 0051553","CPD 0051553","LOG_1073445.zip?2015-1.LOG_1073445.002.CR Face Sheet.pdf","LOG_1073445",""
"CPD 0051554","CPD 0051556","LOG_1073445.zip?2015-1.LOG_1073445.004.CR_Attachment_---_DOCID_1099805.pdf","LOG_1073445",""
