"Production::Begin Bates","Production::End Bates","File Name","Log Number","FILE_PATH"
"CPD 0051557","CPD 0051559","LOG_1073447.zip?2015-1.LOG_1073447.001.CR Summary.pdf","LOG_1073447",""
"CPD 0051560","CPD 0051561","LOG_1073447.zip?2015-1.LOG_1073447.002.CR Face Sheet.pdf","LOG_1073447",""
"CPD 0051562","CPD 0051564","LOG_1073448.zip?2015-1.LOG_1073448.001.CR Summary.pdf","LOG_1073448",""
"CPD 0051565","CPD 0051566","LOG_1073448.zip?2015-1.LOG_1073448.002.CR Face Sheet.pdf","LOG_1073448",""
"CPD 0051567","CPD 0051569","LOG_1073448.zip?2015-1.LOG_1073448.004.CR_Attachment_---_DOCID_1100148.pdf","LOG_1073448",""
"CPD 0051570","CPD 0051572","LOG_1073449.zip?2015-1.LOG_1073449.001.CR Summary.pdf","LOG_1073449",""
"CPD 0051573","CPD 0051574","LOG_1073449.zip?2015-1.LOG_1073449.002.CR Face Sheet.pdf","LOG_1073449",""
"CPD 0051575","CPD 0051577","LOG_1073449.zip?2015-1.LOG_1073449.004.CR_Attachment_---_DOCID_1100150.pdf","LOG_1073449",""
"CPD 0051578","CPD 0051580","LOG_1073450.zip?2015-1.LOG_1073450.001.CR Summary.pdf","LOG_1073450",""
"CPD 0051581","CPD 0051582","LOG_1073450.zip?2015-1.LOG_1073450.002.CR Face Sheet.pdf","LOG_1073450",""
"CPD 0051583","CPD 0051587","LOG_1073450.zip?2015-1.LOG_1073450.004.CR_Attachment_---_DOCID_1100131.pdf","LOG_1073450",""
"CPD 0051588","CPD 0051590","LOG_1073453.zip?2015-1.LOG_1073453.001.CR Summary.pdf","LOG_1073453",""
"CPD 0051591","CPD 0051592","LOG_1073453.zip?2015-1.LOG_1073453.002.CR Face Sheet.pdf","LOG_1073453",""
"CPD 0051593","CPD 0051595","LOG_1073455.zip?2015-1.LOG_1073455.001.CR Summary.pdf","LOG_1073455",""
"CPD 0051596","CPD 0051597","LOG_1073455.zip?2015-1.LOG_1073455.002.CR Face Sheet.pdf","LOG_1073455",""
"CPD 0051598","CPD 0051600","LOG_1073458.zip?2015-1.LOG_1073458.001.CR Summary.pdf","LOG_1073458",""
"CPD 0051601","CPD 0051602","LOG_1073458.zip?2015-1.LOG_1073458.002.CR Face Sheet.pdf","LOG_1073458",""
"CPD 0051603","CPD 0051604","LOG_1073458.zip?2015-1.LOG_1073458.004.CR_Attachment_---_DOCID_1100068.pdf","LOG_1073458",""
"CPD 0051605","CPD 0051607","LOG_1073459.zip?2015-1.LOG_1073459.001.CR Summary.pdf","LOG_1073459",""
"CPD 0051608","CPD 0051609","LOG_1073459.zip?2015-1.LOG_1073459.002.CR Face Sheet.pdf","LOG_1073459",""
"CPD 0051610","CPD 0051611","LOG_1073459.zip?2015-1.LOG_1073459.004.CR_Attachment_---_DOCID_1100141.pdf","LOG_1073459",""
"CPD 0051612","CPD 0051614","LOG_1073460.zip?2015-1.LOG_1073460.001.CR Summary.pdf","LOG_1073460",""
"CPD 0051615","CPD 0051615","LOG_1073460.zip?2015-1.LOG_1073460.002.CR Face Sheet.pdf","LOG_1073460",""
"CPD 0051616","CPD 0051617","LOG_1073460.zip?2015-1.LOG_1073460.004.CR_Attachment_---_DOCID_1100076.pdf","LOG_1073460",""
"CPD 0051618","CPD 0051620","LOG_1073461.zip?2015-1.LOG_1073461.001.CR Summary.pdf","LOG_1073461",""
"CPD 0051621","CPD 0051622","LOG_1073461.zip?2015-1.LOG_1073461.002.CR Face Sheet.pdf","LOG_1073461",""
"CPD 0051623","CPD 0051628","LOG_1073461.zip?2015-1.LOG_1073461.004.CR_Attachment_---_DOCID_1100082.pdf","LOG_1073461",""
"CPD 0051629","CPD 0051631","LOG_1073461.zip?2015-1.LOG_1073461.005.CR_Attachment_---_DOCID_1100142.pdf","LOG_1073461",""
"CPD 0051632","CPD 0051634","LOG_1073462.zip?2015-1.LOG_1073462.001.CR Summary.pdf","LOG_1073462",""
"CPD 0051635","CPD 0051636","LOG_1073462.zip?2015-1.LOG_1073462.002.CR Face Sheet.pdf","LOG_1073462",""
"CPD 0051637","CPD 0051638","LOG_1073462.zip?2015-1.LOG_1073462.004.CR_Attachment_---_DOCID_1100078.pdf","LOG_1073462",""
"CPD 0051639","CPD 0051641","LOG_1073463.zip?2015-1.LOG_1073463.001.CR Summary.pdf","LOG_1073463",""
"CPD 0051642","CPD 0051642","LOG_1073463.zip?2015-1.LOG_1073463.002.CR Face Sheet.pdf","LOG_1073463",""
"CPD 0051643","CPD 0051647","LOG_1073463.zip?2015-1.LOG_1073463.004.CR_Attachment_---_DOCID_1100080.PDF","LOG_1073463",""
"CPD 0051648","CPD 0051650","LOG_1073463.zip?2015-1.LOG_1073463.005.CR_Attachment_---_DOCID_1100081.PDF","LOG_1073463",""
"CPD 0051651","CPD 0051653","LOG_1073464.zip?2015-1.LOG_1073464.001.CR Summary.pdf","LOG_1073464",""
"CPD 0051654","CPD 0051655","LOG_1073464.zip?2015-1.LOG_1073464.002.CR Face Sheet.pdf","LOG_1073464",""
"CPD 0051656","CPD 0051657","LOG_1073464.zip?2015-1.LOG_1073464.004.CR_Attachment_---_DOCID_1100089.pdf","LOG_1073464",""
"CPD 0051658","CPD 0051659","LOG_1073464.zip?2015-1.LOG_1073464.005.CR_Attachment_---_DOCID_1101092.pdf","LOG_1073464",""
"CPD 0051660","CPD 0051662","LOG_1073466.zip?2015-1.LOG_1073466.001.CR Summary.pdf","LOG_1073466",""
"CPD 0051663","CPD 0051664","LOG_1073466.zip?2015-1.LOG_1073466.002.CR Face Sheet.pdf","LOG_1073466",""
"CPD 0051665","CPD 0051666","LOG_1073466.zip?2015-1.LOG_1073466.004.CR_Attachment_---_DOCID_1100206.PDF","LOG_1073466",""
"CPD 0051667","CPD 0051669","LOG_1073469.zip?2015-1.LOG_1073469.001.CR Summary.pdf","LOG_1073469",""
"CPD 0051670","CPD 0051671","LOG_1073469.zip?2015-1.LOG_1073469.002.CR Face Sheet.pdf","LOG_1073469",""
"CPD 0051672","CPD 0051672","LOG_1073469.zip?2015-1.LOG_1073469.004.CR_Attachment_---_DOCID_1100447.pdf","LOG_1073469",""
"CPD 0051673","CPD 0051674","LOG_1073469.zip?2015-1.LOG_1073469.005.CR_Attachment_---_DOCID_1100450.pdf","LOG_1073469",""
"CPD 0051675","CPD 0051677","LOG_1073469.zip?2015-1.LOG_1073469.006.CR_Attachment_---_DOCID_1100452.pdf","LOG_1073469",""
"CPD 0051678","CPD 0051678","LOG_1073469.zip?2015-1.LOG_1073469.007.CR_Attachment_---_DOCID_1100454.pdf","LOG_1073469",""
"CPD 0051679","CPD 0051681","LOG_1073470.zip?2015-1.LOG_1073470.001.CR Summary.pdf","LOG_1073470",""
"CPD 0051682","CPD 0051683","LOG_1073470.zip?2015-1.LOG_1073470.002.CR Face Sheet.pdf","LOG_1073470",""
"CPD 0051684","CPD 0051686","LOG_1073472.zip?2015-1.LOG_1073472.001.CR Summary.pdf","LOG_1073472",""
"CPD 0051687","CPD 0051688","LOG_1073472.zip?2015-1.LOG_1073472.002.CR Face Sheet.pdf","LOG_1073472",""
"CPD 0051689","CPD 0051689","LOG_1073472.zip?2015-1.LOG_1073472.004.CR_Attachment_---_DOCID_1100263.PDF","LOG_1073472",""
"CPD 0051690","CPD 0051692","LOG_1073473.zip?2015-1.LOG_1073473.001.CR Summary.pdf","LOG_1073473",""
"CPD 0051693","CPD 0051694","LOG_1073473.zip?2015-1.LOG_1073473.002.CR Face Sheet.pdf","LOG_1073473",""
"CPD 0051695","CPD 0051697","LOG_1073475.zip?2015-1.LOG_1073475.001.CR Summary.pdf","LOG_1073475",""
"CPD 0051698","CPD 0051699","LOG_1073475.zip?2015-1.LOG_1073475.002.CR Face Sheet.pdf","LOG_1073475",""
"CPD 0051700","CPD 0051702","LOG_1073476.zip?2015-1.LOG_1073476.001.CR Summary.pdf","LOG_1073476",""
"CPD 0051703","CPD 0051704","LOG_1073476.zip?2015-1.LOG_1073476.002.CR Face Sheet.pdf","LOG_1073476",""
"CPD 0051705","CPD 0051707","LOG_1073477.zip?2015-1.LOG_1073477.001.CR Summary.pdf","LOG_1073477",""
"CPD 0051708","CPD 0051709","LOG_1073477.zip?2015-1.LOG_1073477.002.CR Face Sheet.pdf","LOG_1073477",""
"CPD 0051710","CPD 0051717","LOG_1073477.zip?2015-1.LOG_1073477.004.CR_Attachment_---_DOCID_1100310.pdf","LOG_1073477",""
"CPD 0051718","CPD 0051720","LOG_1073478.zip?2015-1.LOG_1073478.001.CR Summary.pdf","LOG_1073478",""
"CPD 0051721","CPD 0051722","LOG_1073478.zip?2015-1.LOG_1073478.002.CR Face Sheet.pdf","LOG_1073478",""
"CPD 0051723","CPD 0051725","LOG_1073481.zip?2015-1.LOG_1073481.001.CR Summary.pdf","LOG_1073481",""
"CPD 0051726","CPD 0051727","LOG_1073481.zip?2015-1.LOG_1073481.002.CR Face Sheet.pdf","LOG_1073481",""
"CPD 0051728","CPD 0051731","LOG_1073481.zip?2015-1.LOG_1073481.004.CR_Attachment_---_DOCID_1100388.pdf","LOG_1073481",""
"CPD 0051732","CPD 0051734","LOG_1073487.zip?2015-1.LOG_1073487.001.CR Summary.pdf","LOG_1073487",""
"CPD 0051735","CPD 0051736","LOG_1073487.zip?2015-1.LOG_1073487.002.CR Face Sheet.pdf","LOG_1073487",""
"CPD 0051737","CPD 0051739","LOG_1073488.zip?2015-1.LOG_1073488.001.CR Summary.pdf","LOG_1073488",""
"CPD 0051740","CPD 0051740","LOG_1073488.zip?2015-1.LOG_1073488.002.CR Face Sheet.pdf","LOG_1073488",""
"CPD 0051741","CPD 0051743","LOG_1073491.zip?2015-1.LOG_1073491.001.CR Summary.pdf","LOG_1073491",""
"CPD 0051744","CPD 0051745","LOG_1073491.zip?2015-1.LOG_1073491.002.CR Face Sheet.pdf","LOG_1073491",""
"CPD 0051746","CPD 0051748","LOG_1073493.zip?2015-1.LOG_1073493.001.CR Summary.pdf","LOG_1073493",""
"CPD 0051749","CPD 0051750","LOG_1073493.zip?2015-1.LOG_1073493.002.CR Face Sheet.pdf","LOG_1073493",""
"CPD 0051751","CPD 0051752","LOG_1073493.zip?2015-1.LOG_1073493.004.CR_Attachment_---_DOCID_1101098.pdf","LOG_1073493",""
"CPD 0051753","CPD 0051755","LOG_1073494.zip?2015-1.LOG_1073494.001.CR Summary.pdf","LOG_1073494",""
"CPD 0051756","CPD 0051757","LOG_1073494.zip?2015-1.LOG_1073494.002.CR Face Sheet.pdf","LOG_1073494",""
"CPD 0051758","CPD 0051759","LOG_1073494.zip?2015-1.LOG_1073494.004.CR_Attachment_---_DOCID_1100684.pdf","LOG_1073494",""
"CPD 0051760","CPD 0051762","LOG_1073495.zip?2015-1.LOG_1073495.001.CR Summary.pdf","LOG_1073495",""
"CPD 0051763","CPD 0051764","LOG_1073495.zip?2015-1.LOG_1073495.002.CR Face Sheet.pdf","LOG_1073495",""
"CPD 0051765","CPD 0051767","LOG_1073497.zip?2015-1.LOG_1073497.001.CR Summary.pdf","LOG_1073497",""
"CPD 0051768","CPD 0051768","LOG_1073497.zip?2015-1.LOG_1073497.002.CR Face Sheet.pdf","LOG_1073497",""
"CPD 0051769","CPD 0051774","LOG_1073497.zip?2015-1.LOG_1073497.006.CR_Attachment_---_DOCID_1100915.PDF","LOG_1073497",""
"CPD 0051775","CPD 0051776","LOG_1073497.zip?2015-1.LOG_1073497.007.CR_Attachment_---_DOCID_1100916.pdf","LOG_1073497",""
"CPD 0051777","CPD 0051796","LOG_1073497.zip?2015-1.LOG_1073497.008.CR_Attachment_---_DOCID_1112132.pdf","LOG_1073497",""
"CPD 0051797","CPD 0051799","LOG_1073498.zip?2015-1.LOG_1073498.001.CR Summary.pdf","LOG_1073498",""
"CPD 0051800","CPD 0051801","LOG_1073498.zip?2015-1.LOG_1073498.002.CR Face Sheet.pdf","LOG_1073498",""
"CPD 0051802","CPD 0051804","LOG_1073500.zip?2015-1.LOG_1073500.001.CR Summary.pdf","LOG_1073500",""
"CPD 0051805","CPD 0051806","LOG_1073500.zip?2015-1.LOG_1073500.002.CR Face Sheet.pdf","LOG_1073500",""
"CPD 0051807","CPD 0051809","LOG_1073502.zip?2015-1.LOG_1073502.001.CR Summary.pdf","LOG_1073502",""
"CPD 0051810","CPD 0051811","LOG_1073502.zip?2015-1.LOG_1073502.002.CR Face Sheet.pdf","LOG_1073502",""
"CPD 0051812","CPD 0051814","LOG_1073503.zip?2015-1.LOG_1073503.001.CR Summary.pdf","LOG_1073503",""
"CPD 0051815","CPD 0051816","LOG_1073503.zip?2015-1.LOG_1073503.002.CR Face Sheet.pdf","LOG_1073503",""
"CPD 0051817","CPD 0051819","LOG_1073504.zip?2015-1.LOG_1073504.001.CR Summary.pdf","LOG_1073504",""
"CPD 0051820","CPD 0051820","LOG_1073504.zip?2015-1.LOG_1073504.002.CR Face Sheet.pdf","LOG_1073504",""
"CPD 0051821","CPD 0051823","LOG_1073506.zip?2015-1.LOG_1073506.001.CR Summary.pdf","LOG_1073506",""
"CPD 0051824","CPD 0051825","LOG_1073506.zip?2015-1.LOG_1073506.002.CR Face Sheet.pdf","LOG_1073506",""
"CPD 0051826","CPD 0051826","LOG_1073506.zip?2015-1.LOG_1073506.004.CR_Attachment_---_DOCID_1100761.pdf","LOG_1073506",""
"CPD 0051827","CPD 0051828","LOG_1073506.zip?2015-1.LOG_1073506.005.CR_Attachment_---_DOCID_1100762.pdf","LOG_1073506",""
"CPD 0051829","CPD 0051829","LOG_1073506.zip?2015-1.LOG_1073506.006.CR_Attachment_---_DOCID_1100764.pdf","LOG_1073506",""
"CPD 0051830","CPD 0051832","LOG_1073507.zip?2015-1.LOG_1073507.001.CR Summary.pdf","LOG_1073507",""
"CPD 0051833","CPD 0051834","LOG_1073507.zip?2015-1.LOG_1073507.002.CR Face Sheet.pdf","LOG_1073507",""
"CPD 0051835","CPD 0051837","LOG_1073508.zip?2015-1.LOG_1073508.001.CR Summary.pdf","LOG_1073508",""
"CPD 0051838","CPD 0051839","LOG_1073508.zip?2015-1.LOG_1073508.002.CR Face Sheet.pdf","LOG_1073508",""
"CPD 0051840","CPD 0051842","LOG_1073509.zip?2015-1.LOG_1073509.001.CR Summary.pdf","LOG_1073509",""
"CPD 0051843","CPD 0051844","LOG_1073509.zip?2015-1.LOG_1073509.002.CR Face Sheet.pdf","LOG_1073509",""
"CPD 0051845","CPD 0051846","LOG_1073509.zip?2015-1.LOG_1073509.004.CR_Attachment_---_DOCID_1100789.pdf","LOG_1073509",""
"CPD 0051847","CPD 0051849","LOG_1073513.zip?2015-1.LOG_1073513.001.CR Summary.pdf","LOG_1073513",""
"CPD 0051850","CPD 0051851","LOG_1073513.zip?2015-1.LOG_1073513.002.CR Face Sheet.pdf","LOG_1073513",""
"CPD 0051852","CPD 0051854","LOG_1073516.zip?2015-1.LOG_1073516.001.CR Summary.pdf","LOG_1073516",""
"CPD 0051855","CPD 0051856","LOG_1073516.zip?2015-1.LOG_1073516.002.CR Face Sheet.pdf","LOG_1073516",""
"CPD 0051857","CPD 0051859","LOG_1073520.zip?2015-1.LOG_1073520.001.CR Summary.pdf","LOG_1073520",""
"CPD 0051860","CPD 0051861","LOG_1073520.zip?2015-1.LOG_1073520.002.CR Face Sheet.pdf","LOG_1073520",""
"CPD 0051862","CPD 0051864","LOG_1073522.zip?2015-1.LOG_1073522.001.CR Summary.pdf","LOG_1073522",""
"CPD 0051865","CPD 0051866","LOG_1073522.zip?2015-1.LOG_1073522.002.CR Face Sheet.pdf","LOG_1073522",""
"CPD 0051867","CPD 0051869","LOG_1073525.zip?2015-1.LOG_1073525.001.CR Summary.pdf","LOG_1073525",""
"CPD 0051870","CPD 0051871","LOG_1073525.zip?2015-1.LOG_1073525.002.CR Face Sheet.pdf","LOG_1073525",""
"CPD 0051872","CPD 0051874","LOG_1073526.zip?2015-1.LOG_1073526.001.CR Summary.pdf","LOG_1073526",""
"CPD 0051875","CPD 0051876","LOG_1073526.zip?2015-1.LOG_1073526.002.CR Face Sheet.pdf","LOG_1073526",""
"CPD 0051877","CPD 0051879","LOG_1073529.zip?2015-1.LOG_1073529.001.CR Summary.pdf","LOG_1073529",""
"CPD 0051880","CPD 0051880","LOG_1073529.zip?2015-1.LOG_1073529.002.CR Face Sheet.pdf","LOG_1073529",""
"CPD 0051881","CPD 0051882","LOG_1073534.zip?2015-1.LOG_1073534.001.CR Summary.pdf","LOG_1073534",""
"CPD 0051883","CPD 0051883","LOG_1073534.zip?2015-1.LOG_1073534.002.CR Face Sheet.pdf","LOG_1073534",""
"CPD 0051884","CPD 0051886","LOG_1073538.zip?2015-1.LOG_1073538.001.CR Summary.pdf","LOG_1073538",""
"CPD 0051887","CPD 0051888","LOG_1073538.zip?2015-1.LOG_1073538.002.CR Face Sheet.pdf","LOG_1073538",""
"CPD 0051889","CPD 0051891","LOG_1073540.zip?2015-1.LOG_1073540.001.CR Summary.pdf","LOG_1073540",""
"CPD 0051892","CPD 0051893","LOG_1073540.zip?2015-1.LOG_1073540.002.CR Face Sheet.pdf","LOG_1073540",""
"CPD 0051894","CPD 0051896","LOG_1073544.zip?2015-1.LOG_1073544.001.CR Summary.pdf","LOG_1073544",""
"CPD 0051897","CPD 0051898","LOG_1073544.zip?2015-1.LOG_1073544.002.CR Face Sheet.pdf","LOG_1073544",""
"CPD 0051899","CPD 0051901","LOG_1073547.zip?2015-1.LOG_1073547.001.CR Summary.pdf","LOG_1073547",""
"CPD 0051902","CPD 0051903","LOG_1073547.zip?2015-1.LOG_1073547.002.CR Face Sheet.pdf","LOG_1073547",""
"CPD 0051904","CPD 0051906","LOG_1073550.zip?2015-1.LOG_1073550.001.CR Summary.pdf","LOG_1073550",""
"CPD 0051907","CPD 0051908","LOG_1073550.zip?2015-1.LOG_1073550.002.CR Face Sheet.pdf","LOG_1073550",""
"CPD 0051909","CPD 0051911","LOG_1073553.zip?2015-1.LOG_1073553.001.CR Summary.pdf","LOG_1073553",""
"CPD 0051912","CPD 0051913","LOG_1073553.zip?2015-1.LOG_1073553.002.CR Face Sheet.pdf","LOG_1073553",""
"CPD 0051914","CPD 0051916","LOG_1073556.zip?2015-1.LOG_1073556.001.CR Summary.pdf","LOG_1073556",""
"CPD 0051917","CPD 0051918","LOG_1073556.zip?2015-1.LOG_1073556.002.CR Face Sheet.pdf","LOG_1073556",""
"CPD 0051919","CPD 0051921","LOG_1073557.zip?2015-1.LOG_1073557.001.CR Summary.pdf","LOG_1073557",""
"CPD 0051922","CPD 0051922","LOG_1073557.zip?2015-1.LOG_1073557.002.CR Face Sheet.pdf","LOG_1073557",""
"CPD 0051923","CPD 0051925","LOG_1073571.zip?2015-1.LOG_1073571.001.CR Summary.pdf","LOG_1073571",""
"CPD 0051926","CPD 0051926","LOG_1073571.zip?2015-1.LOG_1073571.002.CR Face Sheet.pdf","LOG_1073571",""
"CPD 0051927","CPD 0051929","LOG_1073572.zip?2015-1.LOG_1073572.001.CR Summary.pdf","LOG_1073572",""
"CPD 0051930","CPD 0051931","LOG_1073572.zip?2015-1.LOG_1073572.002.CR Face Sheet.pdf","LOG_1073572",""
"CPD 0051932","CPD 0051933","LOG_1073579.zip?2015-1.LOG_1073579.001.CR Summary.pdf","LOG_1073579",""
"CPD 0051934","CPD 0051934","LOG_1073579.zip?2015-1.LOG_1073579.002.CR Face Sheet.pdf","LOG_1073579",""
"CPD 0051935","CPD 0051937","LOG_1073581.zip?2015-1.LOG_1073581.001.CR Summary.pdf","LOG_1073581",""
"CPD 0051938","CPD 0051939","LOG_1073581.zip?2015-1.LOG_1073581.002.CR Face Sheet.pdf","LOG_1073581",""
"CPD 0051940","CPD 0051942","LOG_1073585.zip?2015-1.LOG_1073585.001.CR Summary.pdf","LOG_1073585",""
"CPD 0051943","CPD 0051944","LOG_1073585.zip?2015-1.LOG_1073585.002.CR Face Sheet.pdf","LOG_1073585",""
"CPD 0051945","CPD 0051947","LOG_1073589.zip?2015-1.LOG_1073589.001.CR Summary.pdf","LOG_1073589",""
"CPD 0051948","CPD 0051949","LOG_1073589.zip?2015-1.LOG_1073589.002.CR Face Sheet.pdf","LOG_1073589",""
"CPD 0051950","CPD 0051952","LOG_1073595.zip?2015-1.LOG_1073595.001.CR Summary.pdf","LOG_1073595",""
"CPD 0051953","CPD 0051954","LOG_1073595.zip?2015-1.LOG_1073595.002.CR Face Sheet.pdf","LOG_1073595",""
"CPD 0051955","CPD 0051956","LOG_1073596.zip?2015-1.LOG_1073596.001.CR Summary.pdf","LOG_1073596",""
"CPD 0051957","CPD 0051957","LOG_1073596.zip?2015-1.LOG_1073596.002.CR Face Sheet.pdf","LOG_1073596",""
"CPD 0051958","CPD 0051960","LOG_1073598.zip?2015-1.LOG_1073598.001.CR Summary.pdf","LOG_1073598",""
"CPD 0051961","CPD 0051962","LOG_1073598.zip?2015-1.LOG_1073598.002.CR Face Sheet.pdf","LOG_1073598",""
"CPD 0051963","CPD 0051965","LOG_1073599.zip?2015-1.LOG_1073599.001.CR Summary.pdf","LOG_1073599",""
"CPD 0051966","CPD 0051966","LOG_1073599.zip?2015-1.LOG_1073599.002.CR Face Sheet.pdf","LOG_1073599",""
"CPD 0051967","CPD 0051969","LOG_1073607.zip?2015-1.LOG_1073607.001.CR Summary.pdf","LOG_1073607",""
"CPD 0051970","CPD 0051971","LOG_1073607.zip?2015-1.LOG_1073607.002.CR Face Sheet.pdf","LOG_1073607",""
"CPD 0051972","CPD 0051974","LOG_1073608.zip?2015-1.LOG_1073608.001.CR Summary.pdf","LOG_1073608",""
"CPD 0051975","CPD 0051976","LOG_1073608.zip?2015-1.LOG_1073608.002.CR Face Sheet.pdf","LOG_1073608",""
"CPD 0051977","CPD 0051979","LOG_1073610.zip?2015-1.LOG_1073610.001.CR Summary.pdf","LOG_1073610",""
"CPD 0051980","CPD 0051981","LOG_1073610.zip?2015-1.LOG_1073610.002.CR Face Sheet.pdf","LOG_1073610",""
"CPD 0051982","CPD 0051984","LOG_1073612.zip?2015-1.LOG_1073612.001.CR Summary.pdf","LOG_1073612",""
"CPD 0051985","CPD 0051986","LOG_1073612.zip?2015-1.LOG_1073612.002.CR Face Sheet.pdf","LOG_1073612",""
"CPD 0051987","CPD 0051989","LOG_1073613.zip?2015-1.LOG_1073613.001.CR Summary.pdf","LOG_1073613",""
"CPD 0051990","CPD 0051991","LOG_1073613.zip?2015-1.LOG_1073613.002.CR Face Sheet.pdf","LOG_1073613",""
"CPD 0051992","CPD 0051994","LOG_1073619.zip?2015-1.LOG_1073619.001.CR Summary.pdf","LOG_1073619",""
"CPD 0051995","CPD 0051996","LOG_1073619.zip?2015-1.LOG_1073619.002.CR Face Sheet.pdf","LOG_1073619",""
"CPD 0051997","CPD 0051999","LOG_1073620.zip?2015-1.LOG_1073620.001.CR Summary.pdf","LOG_1073620",""
"CPD 0052000","CPD 0052001","LOG_1073620.zip?2015-1.LOG_1073620.002.CR Face Sheet.pdf","LOG_1073620",""
"CPD 0052002","CPD 0052003","LOG_1073622.zip?2015-1.LOG_1073622.001.CR Summary.pdf","LOG_1073622",""
"CPD 0052004","CPD 0052004","LOG_1073622.zip?2015-1.LOG_1073622.002.CR Face Sheet.pdf","LOG_1073622",""
"CPD 0052005","CPD 0052007","LOG_1073623.zip?2015-1.LOG_1073623.001.CR Summary.pdf","LOG_1073623",""
"CPD 0052008","CPD 0052009","LOG_1073623.zip?2015-1.LOG_1073623.002.CR Face Sheet.pdf","LOG_1073623",""
"CPD 0052010","CPD 0052012","LOG_1073624.zip?2015-1.LOG_1073624.001.CR Summary.pdf","LOG_1073624",""
"CPD 0052013","CPD 0052014","LOG_1073624.zip?2015-1.LOG_1073624.002.CR Face Sheet.pdf","LOG_1073624",""
"CPD 0052015","CPD 0052017","LOG_1073628.zip?2015-1.LOG_1073628.001.CR Summary.pdf","LOG_1073628",""
"CPD 0052018","CPD 0052019","LOG_1073628.zip?2015-1.LOG_1073628.002.CR Face Sheet.pdf","LOG_1073628",""
"CPD 0052020","CPD 0052022","LOG_1073629.zip?2015-1.LOG_1073629.001.CR Summary.pdf","LOG_1073629",""
"CPD 0052023","CPD 0052024","LOG_1073629.zip?2015-1.LOG_1073629.002.CR Face Sheet.pdf","LOG_1073629",""
"CPD 0052025","CPD 0052027","LOG_1073632.zip?2015-1.LOG_1073632.001.CR Summary.pdf","LOG_1073632",""
"CPD 0052028","CPD 0052029","LOG_1073632.zip?2015-1.LOG_1073632.002.CR Face Sheet.pdf","LOG_1073632",""
"CPD 0052030","CPD 0052032","LOG_1073645.zip?2015-1.LOG_1073645.001.CR Summary.pdf","LOG_1073645",""
"CPD 0052033","CPD 0052033","LOG_1073645.zip?2015-1.LOG_1073645.002.CR Face Sheet.pdf","LOG_1073645",""
"CPD 0052034","CPD 0052036","LOG_1073646.zip?2015-1.LOG_1073646.001.CR Summary.pdf","LOG_1073646",""
"CPD 0052037","CPD 0052038","LOG_1073646.zip?2015-1.LOG_1073646.002.CR Face Sheet.pdf","LOG_1073646",""
"CPD 0052039","CPD 0052041","LOG_1073647.zip?2015-1.LOG_1073647.001.CR Summary.pdf","LOG_1073647",""
"CPD 0052042","CPD 0052043","LOG_1073647.zip?2015-1.LOG_1073647.002.CR Face Sheet.pdf","LOG_1073647",""
"CPD 0052044","CPD 0052046","LOG_1073651.zip?2015-1.LOG_1073651.001.CR Summary.pdf","LOG_1073651",""
"CPD 0052047","CPD 0052048","LOG_1073651.zip?2015-1.LOG_1073651.002.CR Face Sheet.pdf","LOG_1073651",""
"CPD 0052049","CPD 0052051","LOG_1073654.zip?2015-1.LOG_1073654.001.CR Summary.pdf","LOG_1073654",""
"CPD 0052052","CPD 0052053","LOG_1073654.zip?2015-1.LOG_1073654.002.CR Face Sheet.pdf","LOG_1073654",""
"CPD 0052054","CPD 0052056","LOG_1073659.zip?2015-1.LOG_1073659.001.CR Summary.pdf","LOG_1073659",""
"CPD 0052057","CPD 0052058","LOG_1073659.zip?2015-1.LOG_1073659.002.CR Face Sheet.pdf","LOG_1073659",""
"CPD 0052059","CPD 0052061","LOG_1073666.zip?2015-1.LOG_1073666.001.CR Summary.pdf","LOG_1073666",""
"CPD 0052062","CPD 0052063","LOG_1073666.zip?2015-1.LOG_1073666.002.CR Face Sheet.pdf","LOG_1073666",""
"CPD 0052064","CPD 0052066","LOG_1073669.zip?2015-1.LOG_1073669.001.CR Summary.pdf","LOG_1073669",""
"CPD 0052067","CPD 0052068","LOG_1073669.zip?2015-1.LOG_1073669.002.CR Face Sheet.pdf","LOG_1073669",""
"CPD 0052069","CPD 0052071","LOG_1073670.zip?2015-1.LOG_1073670.001.CR Summary.pdf","LOG_1073670",""
"CPD 0052072","CPD 0052073","LOG_1073670.zip?2015-1.LOG_1073670.002.CR Face Sheet.pdf","LOG_1073670",""
"CPD 0052074","CPD 0052076","LOG_1073671.zip?2015-1.LOG_1073671.001.CR Summary.pdf","LOG_1073671",""
"CPD 0052077","CPD 0052078","LOG_1073671.zip?2015-1.LOG_1073671.002.CR Face Sheet.pdf","LOG_1073671",""
"CPD 0052079","CPD 0052081","LOG_1073673.zip?2015-1.LOG_1073673.001.CR Summary.pdf","LOG_1073673",""
"CPD 0052082","CPD 0052083","LOG_1073673.zip?2015-1.LOG_1073673.002.CR Face Sheet.pdf","LOG_1073673",""
"CPD 0052084","CPD 0052086","LOG_1073679.zip?2015-1.LOG_1073679.001.CR Summary.pdf","LOG_1073679",""
"CPD 0052087","CPD 0052087","LOG_1073679.zip?2015-1.LOG_1073679.002.CR Face Sheet.pdf","LOG_1073679",""
"CPD 0052088","CPD 0052090","LOG_1073680.zip?2015-1.LOG_1073680.001.CR Summary.pdf","LOG_1073680",""
